pointId,outputIndex,outputState,inputIndex,inputState,A9,A13Shared,difference,tolerance,classification,dominantComponent,interpretation
B75_V080,1,u,4,p,0,3.03164900652739e-13,3.03164900652739e-13,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,5,q,-10.7971522966349,-10.7971522966349,0,1.07971522966349e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,6,r,-1.51582450326369e-13,-1.51582450326369e-13,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,7,phi,1.51582450326369e-12,1.51582450326369e-12,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,8,theta,-9.71472486598335,-9.71472486598335,0,9.71472486598335e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,1,u,-1.1487107561455e-15,-1.1487107561455e-15,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,2,v,-0.162315853081499,-0.162315853081499,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,3,w,9.17784367023463e-16,9.17784367023463e-16,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,4,p,10.9077123505831,10.9077123505845,1.4495071809506e-12,1.09077123505845e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,5,q,-1.65201186064223e-13,-1.65201186064223e-13,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,6,r,-79.0077612905364,-79.0077612905364,-8.5265128291212e-14,7.90077612905364e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,7,phi,9.71472553518803,9.71472553518803,0,9.71472553518802e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,8,theta,6.48370246381092e-13,6.48370246381092e-13,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,2,v,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,1,u,-0.0701459004693485,-0.0701459004693728,-2.42583730880597e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,2,v,-1.2126598011343e-14,0,1.2126598011343e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,3,w,-0.713350705322446,-0.713350705322446,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,5,q,78.4200850109649,78.4200850109649,0,7.84200850109649e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,6,r,6.06329800891887e-13,0,-6.06329800891887e-13,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,7,phi,6.06329801305478e-12,0,-6.06329801305478e-12,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,8,theta,-1.33960437657758,-1.33960437657758,0,1.33960437657758e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,3,w,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,1,u,1.33149193498533e-15,-7.36374350658079e-16,-2.06786628564341e-15,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,2,v,-0.00974769049559992,-0.00974769049559992,-1.73472347597681e-18,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,3,w,1.04090717701304e-14,8.34120548448699e-15,-2.06786628564341e-15,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,4,p,-1.61246930499828,-1.41887070419527,0.193598600803011,1.61246930499828e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B75_V080,4,p,5,q,-1.08972541635239e-13,-2.12365855917409e-13,-1.03393314282171e-13,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,6,r,-0.952449952893256,-1.0043245432805,-0.0518745903872415,1.0043245432805e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B75_V080,4,p,7,phi,0.00178562996391476,0.00178562996288082,-1.03393335559865e-12,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,8,theta,1.53230228972233e-12,2.56623543254404e-12,1.03393314282171e-12,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,4,p,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,1,u,0.0185069105894891,0.0185069105894891,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,3,w,-0.104601632055856,-0.104601632055856,-1.52655665885959e-16,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,4,p,7.74816109311481e-15,7.74816109311481e-15,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,5,q,-1.2934435022021,-1.2934435022021,7.54951656745106e-15,1.2934435022021e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,6,r,-7.74816109311481e-15,-7.74816274747603e-15,-1.65436122510606e-21,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,8,theta,4.53150431152379e-08,4.53149656336265e-08,-7.74816114473088e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,5,q,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,1,u,6.56760641764929e-15,6.53041156862884e-15,-3.71948490204549e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,2,v,0.0362943235212196,0.0362943235212195,-4.85722573273506e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,3,w,1.72089822786923e-15,1.68370337884878e-15,-3.71948490204533e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,4,p,-0.367720294316314,-0.359750772106894,0.00796952220941938,1e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B75_V080,6,r,5,q,-1.2465366107238e-13,-1.26513403523403e-13,-1.85974245102269e-15,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,6,r,-1.2955004243147,-1.29763585109021,-0.00213542677550849,1.29763585109021e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B75_V080,6,r,7,phi,0.00030895408871131,0.000308954088692713,-1.85973740747525e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,8,theta,-3.81416925305851e-13,-3.62819500795625e-13,1.85974245102267e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,6,r,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,4,p,1,1,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,5,q,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,6,r,0.137894260742635,0.137894260742635,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,7,phi,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,5,q,1,1,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,6,r,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,8,theta,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,5,q,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,6,r,1.00946264276879,1.00946264276879,0,1.00946264276879e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,9,psi,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
