parameterId,parameterSet,parameterName,codePath,currentValue,unitSI,sourceClass,claimClass,roleClass,originalSource,sourceLocation,originalValueUnit,conversion,xv15PublicValue,xv15DifferencePercent,optimizable,lowerBound,upperBound,sensitivityIncluded,finalModel,manualReview,note
PAR-0070,PARAMS_NOMINAL_GENERIC_BASELINE,wing.normalFlowBlendHalfWidth,"params_nominal.wing.normalFlowBlendHalfWidth",0.15,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,WING_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.15 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0071,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.S,"params_nominal.fuselage.S",8,m^2,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",8 m^2,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0072,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.b,"params_nominal.fuselage.b",3,m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",3 m,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0073,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.c,"params_nominal.fuselage.c",4,m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",4 m,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0074,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.rAC,"params_nominal.fuselage.rAC",[0.2;0;0.1],m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[0.2;0;0.1] m,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0075,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.CD0,"params_nominal.fuselage.CD0",0.08,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.08 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0076,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.CDalpha2,"params_nominal.fuselage.CDalpha2",0.5,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.5 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0077,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.CDbeta2,"params_nominal.fuselage.CDbeta2",0.4,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.4 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0078,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.CL0,"params_nominal.fuselage.CL0",0,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0079,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.CLalpha,"params_nominal.fuselage.CLalpha",0.35,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.35 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0080,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.CYbeta,"params_nominal.fuselage.CYbeta",-0.55,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.55 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0081,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Clbeta,"params_nominal.fuselage.Clbeta",-0.08,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.08 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0082,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Clp,"params_nominal.fuselage.Clp",-0.3,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.3 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0083,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Clr,"params_nominal.fuselage.Clr",0.08,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.08 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0084,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Cm0,"params_nominal.fuselage.Cm0",0,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0085,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Cmalpha,"params_nominal.fuselage.Cmalpha",0,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0086,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Cmq,"params_nominal.fuselage.Cmq",-4,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-4 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0087,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Cnbeta,"params_nominal.fuselage.Cnbeta",0.12,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.12 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0088,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Cnp,"params_nominal.fuselage.Cnp",-0.04,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.04 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0089,PARAMS_NOMINAL_GENERIC_BASELINE,fuselage.Cnr,"params_nominal.fuselage.Cnr",-0.3,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,FUSELAGE_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.3 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0090,PARAMS_NOMINAL_GENERIC_BASELINE,htail.S,"params_nominal.htail.S",4.5,m^2,ASSUMED_MODEL_PARAMETER,XV15_LIKE_UNVERIFIED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",4.5 m^2,none (current code value),"=4.66837776",3.60677238767413,1,3.2,6.0,1,1,1,"Generic conceptual-model value without verified aircraft provenance. A public XV-15 comparison exists, but the current value is not historically traced to that source."
PAR-0091,PARAMS_NOMINAL_GENERIC_BASELINE,htail.c,"params_nominal.htail.c",1,m,ASSUMED_MODEL_PARAMETER,XV15_LIKE_UNVERIFIED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",1 m,none (current code value),"=1.194816",16.305104719053,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance. A public XV-15 comparison exists, but the current value is not historically traced to that source."
PAR-0092,PARAMS_NOMINAL_GENERIC_BASELINE,htail.rAC,"params_nominal.htail.rAC",[-5;0;0.15],m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[-5;0;0.15] m,none (current code value),"",NaN,1,[-6.5 0 0.0],[-4.0 0 0.3],1,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0093,PARAMS_NOMINAL_GENERIC_BASELINE,htail.incidence,"params_nominal.htail.incidence",-0.0349065850399,rad,ASSUMED_MODEL_PARAMETER,CALIBRATED_EFFECTIVE,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.0349065850399 rad,none (current code value),"",NaN,1,-5 deg,+2 deg,1,1,1,"Project effective parameter retained from prior bounded trim-trend correction; not a measured component value."
PAR-0094,PARAMS_NOMINAL_GENERIC_BASELINE,htail.downwashAlpha,"params_nominal.htail.downwashAlpha",0.4,1,ASSUMED_MODEL_PARAMETER,CALIBRATED_EFFECTIVE,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.4 1,none (current code value),"",NaN,1,0.30,0.50,1,1,1,"Project effective parameter retained from prior bounded trim-trend correction; not a measured component value."
PAR-0095,PARAMS_NOMINAL_GENERIC_BASELINE,htail.CL0,"params_nominal.htail.CL0",0,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0096,PARAMS_NOMINAL_GENERIC_BASELINE,htail.CLalpha,"params_nominal.htail.CLalpha",4.5,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",4.5 1,none (current code value),"",NaN,1,4.0,5.0,1,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0097,PARAMS_NOMINAL_GENERIC_BASELINE,htail.CLmax,"params_nominal.htail.CLmax",1.25,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",1.25 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0098,PARAMS_NOMINAL_GENERIC_BASELINE,htail.CLelevator,"params_nominal.htail.CLelevator",2,1,ASSUMED_MODEL_PARAMETER,CALIBRATED_EFFECTIVE,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",2 1,none (current code value),"",NaN,1,1.6,2.4,1,1,1,"Project effective parameter retained from prior bounded trim-trend correction; not a measured component value."
PAR-0099,PARAMS_NOMINAL_GENERIC_BASELINE,htail.CD0,"params_nominal.htail.CD0",0.018,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.018 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0100,PARAMS_NOMINAL_GENERIC_BASELINE,htail.kInduced,"params_nominal.htail.kInduced",0.06,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.06 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0101,PARAMS_NOMINAL_GENERIC_BASELINE,htail.Cm0,"params_nominal.htail.Cm0",0,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0102,PARAMS_NOMINAL_GENERIC_BASELINE,htail.Cmelevator,"params_nominal.htail.Cmelevator",-0.08,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.08 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0103,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.SEach,"params_nominal.vtail.SEach",1.6,m^2,ASSUMED_MODEL_PARAMETER,XV15_LIKE_UNVERIFIED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",1.6 m^2,none (current code value),"=2.34580176",31.7930429040176,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance. A public XV-15 comparison exists, but the current value is not historically traced to that source."
PAR-0104,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.c,"params_nominal.vtail.c",0.8,m,ASSUMED_MODEL_PARAMETER,XV15_LIKE_UNVERIFIED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.8 m,none (current code value),"=1.133856",29.4443033330511,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance. A public XV-15 comparison exists, but the current value is not historically traced to that source."
PAR-0105,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.xAC,"params_nominal.vtail.xAC",-4.2,m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-4.2 m,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0106,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.yAC,"params_nominal.vtail.yAC",1.1,m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",1.1 m,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0107,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.zAC,"params_nominal.vtail.zAC",-0.2,m,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-0.2 m,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0108,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.CD0,"params_nominal.vtail.CD0",0.02,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.02 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0109,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.CYbeta,"params_nominal.vtail.CYbeta",-2.2,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",-2.2 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0110,PARAMS_NOMINAL_GENERIC_BASELINE,vtail.CYrudder,"params_nominal.vtail.CYrudder",0.7,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,TAIL_AERO,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.7 1,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0111,PARAMS_NOMINAL_GENERIC_BASELINE,control.collectiveLim,"params_nominal.control.collectiveLim",[0 1.2217304764],rad,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,CONTROL_LIMIT,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[0 1.2217304764] rad,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0112,PARAMS_NOMINAL_GENERIC_BASELINE,control.cyclicLim,"params_nominal.control.cyclicLim",[-0.610865238198 0.610865238198],rad,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,CONTROL_LIMIT,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[-0.610865238198 0.610865238198] rad,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0113,PARAMS_NOMINAL_GENERIC_BASELINE,control.aileronLim,"params_nominal.control.aileronLim",[-0.523598775598 0.523598775598],rad,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,CONTROL_LIMIT,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[-0.523598775598 0.523598775598] rad,none (current code value),"",NaN,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance."
PAR-0114,PARAMS_NOMINAL_GENERIC_BASELINE,control.elevatorLim,"params_nominal.control.elevatorLim",[-0.349065850399 0.349065850399],rad,ASSUMED_MODEL_PARAMETER,XV15_LIKE_UNVERIFIED,CONTROL_LIMIT,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[-0.349065850399 0.349065850399] rad,none (current code value),"=[-0.349065850399 0.349065850399]",0,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance. A public XV-15 comparison exists, but the current value is not historically traced to that source."
PAR-0115,PARAMS_NOMINAL_GENERIC_BASELINE,control.rudderLim,"params_nominal.control.rudderLim",[-0.523598775598 0.523598775598],rad,ASSUMED_MODEL_PARAMETER,XV15_LIKE_UNVERIFIED,CONTROL_LIMIT,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[-0.523598775598 0.523598775598] rad,none (current code value),"=[-0.349065850399 0.349065850399]",50,0,,,0,1,1,"Generic conceptual-model value without verified aircraft provenance. A public XV-15 comparison exists, but the current value is not historically traced to that source."
PAR-0116,PARAMS_NOMINAL_GENERIC_BASELINE,trim.residualTolerance,"params_nominal.trim.residualTolerance",0.005,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",0.005 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0117,PARAMS_NOMINAL_GENERIC_BASELINE,trim.maxIterations,"params_nominal.trim.maxIterations",600,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",600 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0118,PARAMS_NOMINAL_GENERIC_BASELINE,trim.display,"params_nominal.trim.display",off,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",off 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0119,PARAMS_NOMINAL_GENERIC_BASELINE,trim.variableScale,"params_nominal.trim.variableScale",[0.0349065850399;0.314159265359;0.0349065850399],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[0.0349065850399;0.314159265359;0.0349065850399] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0120,PARAMS_NOMINAL_GENERIC_BASELINE,linear.dx,"params_nominal.linear.dx",[0.05;0.05;0.05;0.001;0.001;0.001;0.0001;0.0001;0.0001],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[0.05;0.05;0.05;0.001;0.001;0.001;0.0001;0.0001;0.0001] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0121,PARAMS_NOMINAL_GENERIC_BASELINE,linear.du,"params_nominal.linear.du",[0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",[0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0122,PARAMS_NOMINAL_GENERIC_BASELINE,linear.stabilityTolerance,"params_nominal.linear.stabilityTolerance",1e-07,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,params_nominal.m and repository audit history,"code declaration; no direct aircraft provenance",1e-07 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical method, discretization, tolerance, or analysis guard."
PAR-0123,BERGER13_RESEARCH_EXTENSION,meta.physicalBaseSHA,"params_berger13.meta.physicalBaseSHA",3550e5b855bac1c38e9d275cf3f8e608cb519c70,m^2,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",3550e5b855bac1c38e9d275cf3f8e608cb519c70 m^2,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0124,BERGER13_RESEARCH_EXTENSION,meta.portSourceSHA,"params_berger13.meta.portSourceSHA",370c7aef13a5dca98c0436616548729859c399a9,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",370c7aef13a5dca98c0436616548729859c399a9 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0125,BERGER13_RESEARCH_EXTENSION,meta.scope,"params_berger13.meta.scope",PR1_ISOLATED_RESEARCH_SCAFFOLD,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",PR1_ISOLATED_RESEARCH_SCAFFOLD 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0126,BERGER13_RESEARCH_EXTENSION,interface.lateralCyclicTheta1cMapping,"params_berger13.interface.lateralCyclicTheta1cMapping",rotDir,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",rotDir 1,none (current code value),"",NaN,0,,,0,1,1,"Namespace-local generic research assumption."
PAR-0127,BERGER13_RESEARCH_EXTENSION,interface.lateralCyclicScale,"params_berger13.interface.lateralCyclicScale",1,1,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",1 1,none (current code value),"",NaN,0,,,0,1,1,"Namespace-local generic research assumption."
PAR-0128,BERGER13_RESEARCH_EXTENSION,interface.lateralCyclicLimitSource,"params_berger13.interface.lateralCyclicLimitSource",P13.base.control.cyclicLim,rad,ASSUMED_MODEL_PARAMETER,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",P13.base.control.cyclicLim rad,none (current code value),"",NaN,0,,,0,1,1,"Namespace-local generic research assumption."
PAR-0129,BERGER13_RESEARCH_EXTENSION,interface.parameterSource,"params_berger13.interface.parameterSource",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0130,BERGER13_RESEARCH_EXTENSION,nacelle.I,"params_berger13.nacelle.I",250,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",250 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0131,BERGER13_RESEARCH_EXTENSION,nacelle.D,"params_berger13.nacelle.D",900,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",900 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0132,BERGER13_RESEARCH_EXTENSION,nacelle.K,"params_berger13.nacelle.K",0,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0133,BERGER13_RESEARCH_EXTENSION,nacelle.betaMin,"params_berger13.nacelle.betaMin",0,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0134,BERGER13_RESEARCH_EXTENSION,nacelle.betaMax,"params_berger13.nacelle.betaMax",1.57079632679,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",1.57079632679 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0135,BERGER13_RESEARCH_EXTENSION,nacelle.betaDotLim,"params_berger13.nacelle.betaDotLim",0.349065850399,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.349065850399 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0136,BERGER13_RESEARCH_EXTENSION,nacelle.torqueLim,"params_berger13.nacelle.torqueLim",50000,N m,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",50000 N m,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0137,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSource,"params_berger13.nacelle.parameterSource",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0138,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.I,"params_berger13.nacelle.parameterSources.I",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
